F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,lables
53,3,27,46,91,11,64,80,50,69,3,51,20,31,36,4,32,98,16,46,55,82,20,18,55,45,13
75,2,55,22,35,83,40,25,20,10,43,56,8,69,22,5,79,71,68,99,46,10,25,3,20,48,73
33,62,89,82,76,41,96,32,52,5,12,48,47,57,12,72,25,3,42,14,8,16,72,15,6,98,96
67,25,5,2,44,76,78,36,76,56,57,91,47,30,43,66,90,15,78,13,44,17,31,10,49,25,82
67,45,29,4,3,52,47,85,95,8,7,23,57,88,70,22,98,32,38,75,61,9,29,48,9,99,14
87,47,3,0,86,62,52,32,44,29,100,66,96,52,90,5,33,30,6,77,28,89,33,50,90,33,11
11,90,89,56,42,17,77,78,19,23,14,76,58,3,68,86,62,71,90,51,66,66,85,61,26,54,91
56,28,61,29,60,80,37,28,57,90,85,84,48,82,89,87,16,42,97,24,89,36,95,18,26,95,49
93,49,3,2,1,16,77,70,88,3,80,71,46,33,34,15,38,88,50,6,20,71,65,91,78,78,87
96,89,77,99,6,17,10,17,11,10,69,84,3,52,60,67,98,25,94,69,77,94,53,78,51,18,92
42,27,36,34,47,74,93,17,12,64,30,23,67,43,54,37,11,83,15,83,9,79,50,30,53,53,21
0,51,8,19,76,35,80,54,72,48,97,44,48,40,100,98,97,24,71,91,44,64,80,93,56,0,43
56,85,22,69,66,36,49,79,76,86,41,68,74,7,64,6,25,69,17,52,26,15,0,7,66,23,57
81,30,62,58,7,75,33,38,64,54,11,53,74,91,32,25,95,12,51,86,44,43,24,9,5,10,32
3,35,32,74,9,66,7,39,34,79,18,70,7,60,80,17,27,59,14,66,84,31,43,68,77,13,61
11,11,29,23,30,81,19,21,70,16,28,31,94,57,42,78,60,72,67,19,80,19,100,60,72,45,34
36,96,98,74,96,78,35,66,75,99,83,20,92,13,43,40,86,36,99,91,0,5,75,14,77,7,29
86,20,29,50,21,76,23,40,28,41,33,93,38,8,95,91,62,61,6,77,87,14,71,74,8,58,8
68,16,38,6,53,25,24,1,11,70,63,84,61,58,95,89,72,13,45,42,87,49,77,89,95,95,57
5,14,43,9,71,63,4,10,37,72,72,48,28,29,55,67,31,15,57,33,3,94,58,52,78,16,26
78,35,22,97,43,55,51,53,1,16,79,29,66,25,30,38,29,5,29,18,52,51,43,59,10,4,39
72,29,65,64,37,75,23,54,44,54,1,88,43,83,36,76,52,81,23,12,60,43,92,77,43,81,85
72,19,52,76,76,42,76,89,12,8,27,97,4,63,98,10,3,88,16,26,2,44,74,0,34,87,39
81,22,23,30,36,40,45,6,37,70,56,7,43,94,45,84,5,59,31,41,62,57,71,83,100,15,93
97,42,97,5,16,78,15,61,38,57,10,59,80,81,96,56,92,63,44,44,5,37,82,68,16,22,66
34,72,78,3,94,60,55,32,99,28,97,69,96,95,97,38,44,63,96,15,23,78,39,91,69,53,74
24,17,44,24,100,98,38,5,56,40,68,76,33,11,94,9,58,36,54,18,64,32,82,95,74,37,41
61,86,56,35,99,68,87,37,62,48,30,74,91,99,55,79,42,1,87,42,36,36,87,82,53,94,27
42,31,48,16,35,1,8,60,22,66,62,45,44,90,12,15,88,75,95,59,27,45,0,45,95,1,52
100,71,54,44,23,79,8,86,35,19,64,2,44,12,91,74,98,70,71,48,66,83,24,17,88,87,5
72,50,100,78,42,0,73,24,13,21,17,29,18,47,59,38,77,1,53,90,57,69,45,13,11,70,89
68,82,14,61,78,7,86,23,20,84,58,14,88,66,58,65,19,62,0,79,9,46,99,15,26,23,69
64,30,61,81,11,61,100,3,82,30,88,6,48,61,38,75,81,6,86,23,18,81,28,9,66,48,31
6,73,37,36,42,27,46,67,48,55,18,74,18,5,77,54,10,25,41,30,9,44,37,100,92,19,17
81,54,6,72,22,37,1,99,72,40,39,19,91,17,34,36,35,6,40,11,65,96,24,63,51,44,2
23,99,63,55,82,36,23,13,53,63,53,73,10,80,37,94,23,7,55,59,29,86,71,72,92,66,71
89,13,31,58,78,62,5,69,2,66,68,42,93,74,26,2,78,100,99,5,12,67,51,49,21,55,31
59,68,56,54,0,74,34,93,97,2,49,4,92,24,28,22,47,9,65,93,81,8,96,16,16,73,74
53,77,60,14,79,98,55,43,8,12,91,77,40,64,22,82,24,74,79,98,32,72,50,9,62,22,46
75,57,3,79,42,92,8,67,20,7,88,63,90,28,11,88,55,60,32,91,69,17,65,62,88,93,77
48,31,50,59,1,94,47,66,13,73,42,12,61,87,83,9,53,50,83,98,19,36,76,49,61,54,19
8,37,68,11,65,68,63,50,15,50,59,71,16,61,20,55,65,61,1,42,73,37,35,74,85,11,19
1,51,49,85,29,5,34,42,22,55,66,77,95,36,65,94,30,92,64,22,31,51,73,8,100,75,0
7,11,56,30,16,38,75,64,45,26,81,88,48,8,87,84,8,42,97,78,63,66,67,83,4,5,78
0,19,54,43,8,79,62,48,1,16,27,64,33,23,54,62,96,37,83,42,9,35,28,82,18,33,84
74,84,28,39,52,59,9,62,87,17,97,86,70,80,92,74,52,24,76,31,20,31,98,2,14,38,10
21,70,49,0,0,28,63,6,93,22,22,26,51,45,56,30,60,33,58,21,96,52,91,17,47,38,84
98,72,2,65,3,31,4,56,3,93,65,97,51,67,31,92,34,48,11,53,14,14,2,21,79,19,89
88,0,14,29,25,65,41,23,32,100,38,94,12,45,82,19,12,37,46,31,35,69,0,33,75,70,89
85,47,66,69,14,46,84,61,10,43,2,12,78,60,100,50,20,16,19,85,20,33,39,97,32,39,0
25,71,51,67,24,8,49,66,49,83,79,39,76,84,80,6,77,68,64,86,28,22,53,42,43,26,13
62,30,5,53,49,56,54,90,17,8,57,100,3,11,89,31,21,74,54,73,11,89,38,0,56,81,72
84,92,0,5,53,32,51,9,46,93,23,32,11,92,10,53,51,88,64,82,56,11,100,48,18,79,24
9,32,61,80,83,89,52,31,77,32,85,93,50,10,97,56,79,18,84,74,11,26,4,77,73,83,15
73,23,63,36,72,38,42,65,27,97,28,86,68,30,26,62,4,65,35,88,93,6,28,65,0,7,56
42,79,0,80,58,12,12,65,19,32,99,69,30,4,64,83,64,4,31,70,10,5,94,63,18,38,63
98,70,60,99,60,46,66,22,32,21,40,49,58,51,6,27,74,97,17,44,17,26,25,26,24,27,75
13,46,46,81,22,16,45,40,7,99,97,73,37,72,73,16,60,22,83,63,30,6,30,68,70,31,96
13,56,53,81,51,30,87,68,18,90,80,94,17,11,97,99,46,0,52,60,18,3,16,45,99,62,69
32,93,92,13,76,22,0,55,23,54,16,46,58,67,57,10,17,97,14,49,12,15,41,52,40,36,70
100,37,10,78,6,74,14,70,61,27,38,81,95,96,50,60,24,85,64,9,64,84,25,2,35,63,15
70,21,78,88,7,9,57,66,31,70,50,11,12,42,83,57,89,81,22,97,67,87,44,20,98,85,95
55,21,12,4,2,21,83,94,69,72,86,91,80,63,80,54,44,31,95,55,53,58,19,95,84,35,99
50,14,26,2,1,56,30,22,15,60,57,33,66,79,21,6,88,32,68,99,98,40,52,31,3,78,94
56,25,1,25,13,73,53,21,19,26,86,58,83,54,73,58,47,65,36,36,100,68,67,88,8,63,73
34,96,98,0,60,98,4,1,32,80,83,86,70,2,73,30,28,8,81,15,17,80,36,15,70,27,16
46,31,51,40,54,65,94,6,78,99,70,24,98,34,50,4,11,18,19,23,95,52,91,48,34,60,10
88,30,4,70,64,74,95,87,41,29,27,9,64,92,68,46,18,22,24,21,80,42,33,47,1,95,11
3,1,67,84,31,24,28,90,53,20,52,52,82,39,64,29,51,57,71,70,16,99,37,8,68,65,47
100,7,61,16,65,49,28,16,24,83,45,50,49,66,5,13,41,38,33,41,0,76,55,59,100,50,70
25,12,34,34,2,77,79,67,37,38,90,40,84,26,74,14,70,0,23,50,33,70,1,96,14,22,97
29,69,76,97,92,81,48,91,15,49,83,79,54,0,12,48,63,29,36,26,44,21,76,67,36,62,10
45,27,100,20,83,67,89,13,57,74,31,15,50,3,78,7,5,25,35,26,51,59,44,81,67,70,26
51,82,77,55,60,67,76,9,7,81,45,13,83,26,53,29,55,29,27,74,29,38,61,62,44,14,40
77,27,45,51,43,92,38,7,7,16,93,73,6,10,18,90,54,90,46,62,6,90,40,97,58,35,83
97,62,50,5,67,57,7,62,1,59,0,88,73,21,75,87,43,36,13,91,78,19,24,58,44,39,82
44,22,50,24,92,4,65,68,97,49,54,5,44,54,6,68,2,19,7,83,91,24,21,58,3,56,23
6,17,51,24,45,56,84,63,77,54,31,6,79,34,49,49,100,87,43,65,70,98,17,100,99,63,52
43,42,64,35,22,95,71,64,33,95,8,59,55,57,54,3,62,88,3,67,81,43,34,14,38,12,35
57,60,37,44,75,99,69,27,36,69,10,23,81,37,50,28,26,64,42,18,1,43,79,19,74,95,50
69,31,87,1,78,82,29,32,1,0,6,76,74,96,2,85,40,25,87,64,92,61,10,62,51,96,44
31,13,37,83,20,66,58,84,40,17,24,82,95,100,2,43,68,24,54,97,29,35,35,63,95,18,92
29,68,99,14,91,55,5,65,95,52,82,61,93,89,50,81,65,63,64,55,95,42,35,79,42,66,73
0,16,29,44,78,4,66,99,12,67,81,46,9,17,61,57,92,47,40,82,36,100,24,63,24,35,67
22,84,54,84,77,37,13,62,46,59,89,85,43,17,38,91,36,42,95,50,95,98,53,27,52,92,19
83,29,74,70,72,37,72,49,83,34,88,55,84,42,19,86,61,0,3,5,71,30,65,49,10,91,7
80,30,97,26,35,8,49,90,67,20,17,94,58,30,5,93,37,65,45,76,5,28,43,58,91,64,36
92,11,73,29,31,53,95,61,59,87,78,60,98,30,89,24,18,69,4,6,66,61,65,26,35,65,65
36,13,29,44,18,46,33,73,49,94,35,85,96,61,91,23,81,49,20,79,9,68,44,20,18,58,68
36,57,74,49,20,9,17,45,8,16,38,51,78,63,92,29,42,67,0,36,1,31,87,67,88,32,63
71,82,22,52,0,46,71,2,53,32,97,11,36,40,11,72,56,65,13,69,48,90,24,4,67,71,68
84,20,37,60,31,63,53,33,81,51,5,80,12,53,15,11,60,25,75,89,98,19,5,79,94,80,17
39,79,50,38,71,91,6,46,56,68,38,87,19,57,66,33,2,64,57,93,7,10,26,100,78,85,83
86,35,65,71,49,87,85,59,32,41,93,49,11,22,54,48,1,98,67,65,1,45,10,21,66,47,15
54,98,93,3,14,14,29,42,78,30,63,48,27,56,11,25,32,31,11,19,74,64,25,43,24,63,1
82,79,20,19,71,0,70,20,61,96,36,60,8,27,41,85,95,25,26,80,76,57,3,45,44,22,5
14,22,48,17,79,88,80,88,51,71,59,29,21,82,74,28,3,23,48,87,8,69,0,36,40,45,62
67,76,1,55,55,66,46,77,75,0,92,79,85,41,1,33,45,65,78,28,52,89,4,0,79,85,94
19,34,4,37,65,44,80,39,35,42,49,4,0,95,77,50,73,44,16,96,90,16,7,80,47,9,76
90,0,11,65,19,5,84,10,32,22,50,5,81,62,24,49,42,29,27,71,38,12,39,44,70,20,93
1,95,70,73,44,35,17,39,89,34,75,59,18,66,32,76,61,37,99,99,97,44,89,6,55,50,54
79,21,88,20,47,9,40,32,73,12,57,79,22,27,42,60,98,59,30,46,5,89,19,47,40,96,86
96,90,4,13,48,99,98,66,74,80,33,21,1,31,45,6,11,98,30,98,18,9,19,23,76,35,88
100,44,37,48,28,17,11,50,52,56,16,7,39,84,79,75,3,29,79,45,33,20,99,68,76,71,43
73,63,67,11,97,12,22,31,37,55,43,100,93,7,13,23,65,50,97,100,69,13,58,67,32,25,51
98,65,72,76,20,76,15,9,90,65,83,41,17,59,9,96,16,33,85,51,18,95,28,78,30,54,90
11,95,25,43,53,59,42,88,41,78,65,65,32,27,1,38,70,9,33,34,12,59,75,15,52,57,44
96,94,62,60,39,78,13,70,73,53,78,79,18,56,16,84,88,8,49,5,87,37,54,54,90,2,52
35,73,18,60,50,98,94,78,27,16,40,75,56,82,48,73,5,80,68,87,41,33,24,6,94,19,45
53,97,87,7,19,31,86,100,52,15,30,12,45,89,100,35,68,42,58,56,27,70,19,22,63,90,69
62,48,5,61,75,6,93,31,84,22,49,91,11,5,40,4,6,14,40,58,71,84,4,53,61,9,16
42,82,47,85,35,100,54,22,76,25,4,12,67,70,98,47,66,40,78,14,36,92,62,78,35,2,29
99,26,43,34,96,20,34,42,82,84,17,75,71,41,33,68,57,55,16,71,74,38,63,77,24,49,29
56,56,32,97,35,48,89,6,58,96,94,48,67,47,100,46,48,36,91,33,46,31,57,77,37,42,24
78,46,14,67,97,99,60,14,95,31,0,47,77,81,8,36,98,5,48,32,63,2,1,38,82,20,71
38,86,77,65,55,53,65,48,39,9,62,40,29,48,83,29,54,83,0,47,62,32,29,69,4,70,70
87,36,33,69,71,58,80,3,72,4,27,41,24,16,86,62,99,33,44,10,76,76,52,65,5,78,66
72,100,2,55,80,33,55,20,98,46,55,36,90,54,100,13,51,47,37,58,45,68,48,55,82,53,32
32,45,49,20,62,60,98,12,54,15,60,59,74,4,55,49,50,25,12,84,94,100,10,61,42,54,50
29,72,31,8,51,4,29,63,78,3,96,60,86,59,49,85,21,54,35,60,55,3,23,65,85,45,57
57,62,33,65,60,25,60,88,11,33,67,48,60,5,21,78,3,7,55,63,2,13,46,41,98,1,2
13,23,62,34,55,54,8,11,67,84,40,10,61,59,67,66,97,30,91,67,28,27,22,76,55,100,84
80,92,69,8,94,29,42,88,25,8,15,43,75,100,58,79,78,71,63,22,87,13,17,27,46,47,27
46,52,53,97,90,36,8,84,98,53,28,41,58,61,40,9,92,28,36,78,76,31,52,10,43,3,53
16,9,36,34,75,79,45,58,32,80,80,75,74,60,33,74,11,85,69,48,63,6,83,87,93,27,35
77,29,9,51,47,27,28,95,16,53,11,57,44,43,84,77,40,15,3,65,52,50,46,12,8,100,59
0,16,77,9,26,66,86,7,66,30,53,92,70,90,28,14,2,92,1,40,61,16,72,24,47,48,87
79,79,89,10,2,25,74,80,31,13,88,13,23,82,72,62,37,62,66,50,6,47,69,76,30,44,61
53,79,17,98,19,23,34,95,50,76,72,58,18,82,98,18,7,51,98,12,37,92,18,54,84,49,10
39,1,40,82,89,6,96,31,22,86,23,13,8,77,39,24,39,49,10,20,51,49,57,37,30,19,39
7,34,27,79,70,17,70,3,89,78,15,49,80,17,23,22,70,47,28,94,17,28,23,83,47,19,17
19,75,53,68,78,19,91,32,100,12,1,6,41,22,73,50,69,66,26,66,46,14,0,5,93,26,47
81,50,56,58,38,75,29,13,43,72,68,68,73,29,24,35,5,44,78,97,77,85,73,73,62,94,36
42,46,81,86,15,97,44,39,81,43,55,52,0,48,27,80,54,77,81,99,44,93,88,95,25,48,26
76,77,63,82,17,14,87,96,70,62,42,36,8,44,47,77,57,53,3,55,50,74,39,21,79,25,78
81,91,2,35,85,58,45,49,85,94,9,44,50,66,81,99,83,69,72,80,24,55,34,12,32,65,61
21,11,18,9,28,85,74,21,65,9,56,25,54,43,46,69,91,22,59,93,76,48,60,84,96,7,69
92,8,18,46,18,45,81,72,9,29,52,4,99,29,16,20,29,48,70,82,24,1,22,52,73,68,33
21,38,79,57,53,82,20,68,8,52,52,5,2,46,29,92,31,21,8,12,24,80,50,83,37,39,78
21,80,19,89,31,4,41,26,51,96,86,98,8,34,73,17,58,19,9,95,99,7,22,75,6,51,57
17,30,20,40,84,18,16,38,10,56,45,79,5,88,27,70,42,6,9,90,21,43,3,29,14,79,88
60,79,25,36,21,43,10,89,39,88,59,59,78,30,45,29,90,24,63,81,57,77,75,36,65,45,39
81,96,31,24,67,1,20,73,21,21,37,39,91,85,93,18,54,87,96,77,33,93,6,97,69,97,59
39,92,92,8,71,38,24,97,7,32,40,69,61,20,18,11,95,60,91,25,5,81,66,88,76,13,82
36,39,13,52,40,2,44,29,94,69,56,86,62,19,71,24,81,43,35,31,55,24,79,36,100,91,64
53,55,67,48,29,30,54,53,32,35,5,12,86,22,55,8,65,49,43,49,4,35,32,8,69,88,18
74,90,72,19,55,65,7,100,21,4,1,17,59,82,64,9,59,77,7,97,51,28,51,68,53,94,66
47,57,59,71,70,42,30,37,3,11,85,79,77,61,2,47,85,62,69,69,50,27,21,19,96,22,94
57,14,3,32,48,7,80,92,59,71,43,39,41,63,38,21,22,40,36,65,48,40,35,84,53,26,92
62,44,85,71,83,55,76,89,60,51,72,70,27,34,42,99,87,6,46,95,24,63,20,27,71,28,86
60,53,86,100,20,65,17,100,61,63,58,40,48,57,92,55,36,71,72,22,31,1,10,45,80,34,35
89,66,56,65,38,45,93,91,8,8,50,40,70,81,67,54,74,33,48,14,35,65,40,25,11,19,56
61,87,2,78,86,80,20,36,55,91,22,72,60,92,55,81,5,33,4,84,55,84,62,47,99,81,55
32,65,75,8,48,20,8,86,39,83,90,5,14,69,79,18,54,35,95,65,68,89,81,42,99,23,27
99,5,38,83,78,89,68,96,21,48,97,8,64,79,1,12,4,5,13,54,49,77,88,40,95,76,47
25,33,28,99,24,17,33,75,46,9,19,78,26,52,50,36,98,41,2,24,78,25,61,39,39,33,90
2,79,86,66,30,44,23,27,33,48,96,56,79,55,45,72,2,80,38,59,79,93,33,4,2,94,0
62,100,16,17,57,63,42,87,4,4,98,36,40,71,33,95,41,75,34,70,68,49,59,62,39,78,41
17,22,16,63,61,97,26,98,75,2,84,62,81,21,59,11,9,72,81,29,35,9,43,8,80,75,50
0,87,83,32,99,21,26,92,27,14,75,92,44,32,94,1,45,47,95,44,4,41,10,53,21,3,44
63,58,40,34,98,87,75,56,68,27,7,63,100,87,81,83,66,93,18,36,29,25,56,98,57,87,35
72,82,65,42,7,29,34,4,44,57,45,74,89,21,81,50,50,16,81,23,11,68,75,24,6,70,15
84,71,63,10,98,52,61,81,40,85,77,35,58,92,53,72,38,43,44,63,3,27,100,83,70,83,30
92,90,89,72,28,16,20,39,2,24,4,62,55,7,80,39,83,29,32,75,69,16,33,41,80,97,37
13,37,89,11,51,63,57,74,71,40,11,45,67,95,94,30,100,53,70,11,33,57,28,46,70,12,32
60,76,1,54,85,60,64,57,2,23,59,99,97,63,96,18,12,31,53,41,6,74,84,83,40,15,57
90,97,45,42,2,19,48,72,49,67,65,71,12,39,0,21,57,15,32,29,33,8,39,52,69,74,4
15,67,46,64,88,29,22,25,45,61,96,53,27,25,45,17,77,64,31,11,51,22,12,14,44,70,51
78,63,6,80,98,73,59,76,73,18,47,62,25,10,56,35,22,23,37,84,76,12,72,83,60,9,70
89,8,67,50,56,86,87,40,57,94,68,46,95,8,76,49,77,83,9,75,32,45,90,84,88,58,1
64,81,85,74,22,80,2,31,44,69,88,4,99,20,71,68,6,35,83,99,56,42,63,87,31,53,13
100,66,40,61,74,5,88,11,24,78,49,19,93,94,35,18,25,76,98,71,97,40,59,46,91,93,90
58,16,72,29,39,87,92,93,60,42,66,70,78,82,99,0,4,83,9,69,1,22,64,77,84,68,65
4,87,49,11,8,44,23,19,17,46,60,58,8,92,32,73,25,20,59,1,33,49,43,86,51,40,50
43,50,49,16,23,55,95,13,42,65,85,45,7,4,45,2,10,95,97,91,50,40,82,26,65,58,24
91,22,77,35,58,21,79,59,73,98,64,16,67,88,68,93,21,4,89,99,85,66,64,85,83,33,63
48,35,62,27,56,39,73,55,29,48,19,8,91,84,84,15,67,3,50,6,41,10,4,56,85,18,27
19,87,87,13,40,14,18,20,18,28,17,15,81,31,52,52,24,75,82,85,18,76,100,60,68,87,92
24,24,64,34,80,39,44,49,31,34,5,79,75,20,1,20,52,12,27,64,61,43,52,48,9,89,93
55,30,19,85,86,39,51,39,17,83,75,41,57,84,10,82,92,34,51,41,7,12,45,34,93,92,7
97,67,18,88,34,73,61,33,56,34,31,8,73,80,16,35,77,43,93,16,71,71,87,78,17,36,65
62,45,100,76,71,2,62,75,99,70,27,3,25,29,59,73,7,85,42,52,23,45,34,69,91,20,1
100,37,75,19,68,40,71,33,31,52,17,17,74,13,9,2,76,58,13,32,0,61,80,68,36,13,95
62,54,19,62,16,18,5,36,49,38,20,66,25,27,17,97,31,47,61,84,58,3,48,4,49,67,59
8,0,83,78,6,29,85,48,96,97,39,69,63,29,21,96,51,82,88,46,28,43,32,48,45,22,0
61,19,82,82,61,73,70,27,29,54,19,59,61,100,69,40,43,48,56,45,39,43,67,27,71,79,43
76,1,11,54,42,51,91,66,80,12,92,62,53,8,91,57,4,62,30,91,73,34,30,81,85,96,92
23,51,11,10,79,72,89,57,24,17,20,29,62,47,4,40,78,0,79,59,70,34,97,98,65,48,75
66,3,80,58,33,92,32,6,38,24,21,23,4,10,23,71,92,69,53,39,87,65,40,61,76,74,47
76,57,22,88,9,94,21,3,100,75,7,48,1,86,75,8,87,60,7,17,15,67,29,85,27,37,63
23,48,45,2,100,74,33,96,31,47,98,67,64,45,70,27,42,42,8,1,12,46,69,23,41,60,42
3,92,40,42,47,41,19,80,24,69,61,20,32,6,2,18,93,25,7,24,86,63,96,37,65,70,7
11,1,40,8,43,2,96,34,22,89,89,58,17,82,92,67,1,22,52,78,45,22,10,72,62,46,66
96,100,32,14,83,59,65,15,73,19,30,35,21,23,57,3,46,99,83,33,78,68,60,68,26,16,22
36,56,26,23,15,73,42,18,99,12,47,62,40,61,51,39,3,43,71,94,37,95,98,51,65,79,81
38,30,42,11,39,87,55,39,43,64,76,61,27,4,25,20,1,92,54,93,73,39,4,5,10,55,5
26,62,49,34,36,18,13,44,22,3,88,22,50,19,90,40,19,77,30,61,71,99,51,40,94,11,90
28,30,5,77,46,34,96,42,91,50,11,3,69,85,23,36,73,26,32,77,64,59,87,20,34,59,14
57,25,59,79,19,77,76,31,97,62,60,91,82,82,96,19,10,89,47,46,22,80,81,15,52,93,60
59,8,12,90,60,33,97,50,66,49,67,61,70,62,64,66,82,18,20,24,31,26,35,43,83,14,86
33,80,19,39,74,61,60,31,60,91,72,86,5,98,98,70,26,9,35,74,36,39,37,43,4,85,27
70,26,36,34,14,21,19,92,96,67,35,47,86,3,33,45,12,52,43,31,95,46,33,46,20,21,1
20,82,66,53,45,76,39,48,75,8,13,59,30,70,2,63,53,3,30,72,24,38,47,44,74,73,73
65,9,33,47,80,1,1,90,94,15,94,46,32,63,25,86,1,97,26,96,10,13,48,43,10,84,33
82,18,58,68,1,19,62,38,47,12,39,12,63,96,46,21,0,61,49,23,59,90,29,81,48,21,18
80,38,78,86,83,41,12,23,83,4,76,92,6,63,90,50,90,10,19,19,3,13,42,99,10,47,37
47,88,60,69,62,48,42,55,16,48,25,16,83,0,97,13,72,49,55,84,100,80,26,30,75,72,63
5,51,67,33,99,90,9,23,12,35,69,84,98,70,24,64,16,48,81,21,17,13,71,68,96,58,97
31,29,60,22,91,79,50,36,67,9,95,88,58,11,67,64,77,26,64,35,85,67,93,34,21,90,64
18,98,81,37,77,96,96,14,63,16,83,27,82,40,55,98,60,36,2,22,80,51,63,18,65,99,28
69,75,65,30,65,94,84,73,1,29,50,71,89,51,32,75,59,52,21,78,77,15,81,51,91,45,11
44,3,59,21,27,93,74,15,13,99,50,91,98,98,93,14,4,93,27,51,58,50,90,85,16,87,57
40,100,34,12,40,73,35,70,61,48,68,19,96,90,44,38,3,45,63,1,59,67,11,18,47,66,30
30,75,31,90,12,6,11,1,46,84,4,43,10,16,87,30,67,34,89,26,28,74,90,98,91,88,16
80,23,27,96,55,73,22,18,58,100,71,9,95,90,97,33,17,96,19,72,98,51,76,23,56,42,16
19,40,60,28,95,50,78,12,64,91,47,20,21,34,54,55,46,84,54,83,95,65,46,43,63,1,14
23,90,69,80,17,17,79,81,64,2,62,1,63,86,96,17,28,6,49,25,8,43,17,65,89,77,56
90,45,22,1,56,54,89,35,4,18,5,77,19,15,80,58,26,0,22,34,51,19,11,13,90,97,0
49,25,10,25,66,35,14,51,81,6,22,48,71,6,13,47,5,42,62,70,23,46,18,14,66,77,13
82,48,83,3,74,68,44,88,69,69,3,40,93,81,100,50,62,72,88,75,80,62,93,70,64,93,66
56,11,72,73,61,85,79,47,79,18,33,74,9,67,11,40,45,50,76,26,95,94,16,44,17,83,81
93,45,95,43,55,59,52,52,30,50,34,70,42,45,13,45,2,28,41,4,56,63,35,37,58,32,50
53,23,49,38,34,1,38,47,62,100,38,52,73,89,52,15,6,79,40,32,23,92,43,69,6,75,56
58,39,30,49,0,3,17,32,34,64,72,83,77,77,20,10,31,48,35,55,49,20,77,4,49,99,7
61,11,30,10,15,38,41,90,20,53,96,32,89,30,8,100,96,5,71,98,70,27,61,53,43,87,55
45,42,67,65,74,85,100,62,14,45,58,73,2,98,42,7,87,30,15,33,22,21,87,34,37,10,85
44,40,11,99,61,8,9,92,6,69,79,17,17,38,42,3,74,71,43,56,57,38,40,76,11,19,75
88,98,49,35,26,38,3,71,43,88,80,79,53,42,74,38,49,92,85,92,81,23,39,22,32,26,75
26,68,70,13,95,67,79,82,16,62,12,50,14,6,10,36,90,45,82,20,95,72,97,8,3,15,71
18,3,89,48,77,11,52,38,52,46,83,14,62,9,79,72,78,56,26,81,17,8,67,64,52,22,17
22,76,20,96,10,4,63,98,19,83,28,87,71,23,39,22,99,10,98,26,43,4,42,69,90,63,90
53,95,62,38,59,20,67,56,26,31,58,1,62,42,61,18,94,64,35,37,39,75,50,75,35,74,36
42,2,55,10,82,71,79,12,96,33,29,87,80,64,1,57,28,99,44,1,3,18,7,45,73,57,82
59,87,24,9,67,21,36,2,46,72,69,22,19,90,96,48,92,56,22,84,67,45,29,91,24,34,28
96,61,61,5,51,93,98,86,1,3,8,65,23,56,29,45,42,76,97,49,49,16,38,15,11,76,68
19,9,3,96,87,97,48,22,44,83,69,79,9,30,15,59,15,74,87,33,32,79,13,84,4,2,69
38,19,18,83,8,31,60,2,44,28,15,91,76,82,34,29,10,57,51,83,4,43,19,86,42,29,17
59,74,71,13,75,68,34,85,65,68,4,26,62,1,58,100,65,69,62,61,5,26,29,89,76,77,100
58,68,26,8,20,33,71,38,12,70,54,36,70,78,50,90,3,20,40,59,74,41,35,80,4,26,87
87,96,13,60,8,39,66,26,24,59,13,58,23,59,96,92,28,35,29,29,1,44,70,79,87,49,79
19,30,17,27,96,51,54,57,71,69,70,97,43,7,95,35,39,98,20,31,59,31,48,89,59,67,15
19,29,11,17,24,78,84,25,63,77,58,75,23,56,35,3,79,36,33,11,67,88,80,87,87,40,3
79,56,18,9,27,76,72,66,89,74,33,87,51,93,91,9,15,78,29,87,13,88,15,38,55,100,35
5,24,34,17,81,28,61,9,18,73,27,72,48,18,90,88,53,15,46,64,11,43,72,69,99,74,25
98,65,62,26,87,89,10,68,74,96,2,85,74,21,34,53,70,89,30,93,94,66,82,88,69,85,19
75,65,44,57,18,70,33,69,56,79,87,91,28,17,6,72,68,47,38,90,93,57,33,16,16,97,18
76,11,25,91,5,13,96,97,93,65,48,16,70,79,75,3,45,14,68,50,27,44,84,62,49,81,14
51,100,4,54,80,63,1,66,69,57,29,56,78,6,76,6,54,22,31,42,94,41,2,52,97,4,88
28,97,33,80,75,89,78,31,84,24,47,4,68,44,61,59,86,19,12,60,15,88,58,68,92,15,4
34,75,72,61,66,16,2,93,63,24,33,39,57,39,42,94,23,89,6,98,5,36,73,85,66,13,93
47,58,52,6,62,63,87,29,42,83,25,52,65,89,43,56,45,99,42,86,30,71,5,72,94,21,65
27,35,37,96,37,75,22,0,58,55,14,24,44,21,87,47,34,93,4,55,4,79,63,28,69,35,4
82,61,41,69,99,88,63,99,83,52,38,60,53,77,45,32,14,66,51,2,28,58,37,14,45,38,21
30,63,51,19,97,55,51,34,66,100,23,38,79,50,68,53,53,81,35,53,24,75,41,15,66,9,60
75,74,61,96,0,20,55,17,85,42,60,83,58,22,54,57,86,21,26,80,38,61,21,98,26,46,81
46,32,56,52,12,61,54,46,92,49,47,73,1,99,50,68,79,34,50,14,69,21,3,98,61,24,7
29,75,1,25,55,22,11,62,49,14,92,50,52,28,87,23,80,88,50,26,37,49,56,37,84,85,92
